young_modulus; poisson_ratio; length; width; f1; f2; f3; f4; displacement 
500000,0000;0,1000;10000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;1000000,0000;5,8319
60000,0000;0,4500;10000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;1000000,0000;46,1648
500000,0000;0,4500;10000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;1000000,0000;5,5398
60000,0000;0,1000;8000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;89,4946
500000,0000;0,1000;8000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;10,7130
60000,0000;0,4500;8000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;79,5950
500000,0000;0,4500;8000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;9,5344
60000,0000;0,1000;10000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;173,9260
500000,0000;0,1000;10000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;20,8044
60000,0000;0,4500;10000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;159,5493
500000,0000;0,4500;10000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;19,0885
60000,0000;0,1000;8000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;5,9309
500000,0000;0,1000;8000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;0,7115
60000,0000;0,4500;8000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;5,5449
500000,0000;0,4500;8000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;0,6652
60000,0000;0,1000;10000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;11,2770
500000,0000;0,1000;10000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;1,3527
60000,0000;0,4500;10000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;10,5957
500000,0000;0,4500;10000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;1000000,0000;1,2710
60000,0000;0,1000;8000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;354,6562
500000,0000;0,1000;8000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;42,5946
60000,0000;0,4500;8000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;323,3033
500000,0000;0,4500;8000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;38,8246
60000,0000;0,1000;10000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;688,2337
500000,0000;0,1000;10000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;82,8280
60000,0000;0,4500;10000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;643,9986
500000,0000;0,4500;10000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;77,4742
60000,0000;0,1000;8000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;23,3349
500000,0000;0,1000;8000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;2,8000
60000,0000;0,4500;8000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;22,0087
500000,0000;0,4500;8000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;2,6409
60000,0000;0,1000;10000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;44,5336
500000,0000;0,1000;10000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;5,3436
60000,0000;0,4500;10000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;42,2897
500000,0000;0,4500;10000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;1000000,0000;5,0744
60000,0000;0,1000;8000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;66,5042
500000,0000;0,1000;8000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;7,9430
60000,0000;0,4500;8000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;62,7939
500000,0000;0,4500;8000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;7,5076
60000,0000;0,1000;10000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;129,3351
500000,0000;0,1000;10000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;15,4255
60000,0000;0,4500;10000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;122,6849
500000,0000;0,4500;10000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;14,6345
60000,0000;0,1000;8000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;4,4880
500000,0000;0,1000;8000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;0,5382
60000,0000;0,4500;8000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;4,2830
500000,0000;0,4500;8000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;0,5136
60000,0000;0,1000;10000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;8,4335
500000,0000;0,1000;10000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;1,0112
60000,0000;0,4500;10000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;8,1421
500000,0000;0,4500;10000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;1000000,0000;0,9763
60000,0000;0,1000;8000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;349,3662
500000,0000;0,1000;8000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;41,9764
60000,0000;0,4500;8000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;318,8305
500000,0000;0,4500;8000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;38,3241
60000,0000;0,1000;10000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;678,1631
500000,0000;0,1000;10000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;81,6152
60000,0000;0,4500;10000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;628,6380
500000,0000;0,4500;10000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;75,6599
60000,0000;0,1000;8000,0000;2000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;22,9660
500000,0000;0,1000;8000,0000;2000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;2,7560
60000,0000;0,4500;8000,0000;2000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;21,7023
500000,0000;0,4500;8000,0000;2000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;2,6044
60000,0000;0,1000;10000,0000;2000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;43,8605
500000,0000;0,1000;10000,0000;2000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;5,2637
60000,0000;0,4500;10000,0000;2000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;41,7205
500000,0000;0,4500;10000,0000;2000,0000;10000000,0000;5000000,0000;10000000,0000;1000000,0000;5,0068
60000,0000;0,1000;8000,0000;1000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;94,2447
500000,0000;0,1000;8000,0000;1000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;11,2864
60000,0000;0,4500;8000,0000;1000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;85,4663
500000,0000;0,4500;8000,0000;1000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;10,2347
60000,0000;0,1000;10000,0000;1000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;182,5367
500000,0000;0,1000;10000,0000;1000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;21,8458
60000,0000;0,4500;10000,0000;1000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;166,4354
500000,0000;0,4500;10000,0000;1000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;19,9193
60000,0000;0,1000;8000,0000;2000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;6,4145
500000,0000;0,1000;8000,0000;2000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;0,7695
60000,0000;0,4500;8000,0000;2000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;6,1564
500000,0000;0,4500;8000,0000;2000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;0,7386
60000,0000;0,1000;10000,0000;2000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;12,0590
500000,0000;0,1000;10000,0000;2000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;1,4466
60000,0000;0,4500;10000,0000;2000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;11,5745
500000,0000;0,4500;10000,0000;2000,0000;1000000,0000;1000000,0000;1000000,0000;5000000,0000;1,3885
60000,0000;0,1000;8000,0000;1000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;356,1641
500000,0000;0,1000;8000,0000;1000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;42,8093
60000,0000;0,4500;8000,0000;1000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;324,7539
500000,0000;0,4500;8000,0000;1000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;39,0284
60000,0000;0,1000;10000,0000;1000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;690,3011
500000,0000;0,1000;10000,0000;1000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;83,1570
60000,0000;0,4500;10000,0000;1000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;637,1620
500000,0000;0,4500;10000,0000;1000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;76,7132
60000,0000;0,1000;8000,0000;2000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;23,5935
500000,0000;0,1000;8000,0000;2000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;2,8312
60000,0000;0,4500;8000,0000;2000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;22,3842
500000,0000;0,4500;8000,0000;2000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;2,6861
60000,0000;0,1000;10000,0000;2000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;44,9134
500000,0000;0,1000;10000,0000;2000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;5,3897
60000,0000;0,4500;10000,0000;2000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;42,8199
500000,0000;0,4500;10000,0000;2000,0000;10000000,0000;1000000,0000;1000000,0000;5000000,0000;5,1385
60000,0000;0,1000;8000,0000;1000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;229,1059
500000,0000;0,1000;8000,0000;1000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;27,3800
60000,0000;0,4500;8000,0000;1000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;208,2521
500000,0000;0,4500;8000,0000;1000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;24,8929
60000,0000;0,1000;10000,0000;1000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;444,8147
500000,0000;0,1000;10000,0000;1000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;53,1419
60000,0000;0,4500;10000,0000;1000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;409,4152
500000,0000;0,4500;10000,0000;1000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;48,9098
60000,0000;0,1000;8000,0000;2000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;15,3597
500000,0000;0,1000;8000,0000;2000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;1,8421
60000,0000;0,4500;8000,0000;2000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;14,5076
500000,0000;0,4500;8000,0000;2000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;1,7399
60000,0000;0,1000;10000,0000;2000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;29,0019
500000,0000;0,1000;10000,0000;2000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;3,4777
60000,0000;0,4500;10000,0000;2000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;27,5698
500000,0000;0,4500;10000,0000;2000,0000;1000000,0000;5000000,0000;1000000,0000;5000000,0000;3,3060
60000,0000;0,1000;8000,0000;1000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;412,8589
500000,0000;0,1000;8000,0000;1000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;49,5616
60000,0000;0,4500;8000,0000;1000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;375,5079
500000,0000;0,4500;8000,0000;1000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;45,0973
60000,0000;0,1000;10000,0000;1000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;800,2555
500000,0000;0,1000;10000,0000;1000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;96,2432
60000,0000;0,4500;10000,0000;1000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;732,1022
500000,0000;0,4500;10000,0000;1000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;88,0471
60000,0000;0,1000;8000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;27,3099
500000,0000;0,1000;8000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;3,2767
60000,0000;0,4500;8000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;25,8197
500000,0000;0,4500;8000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;3,0979
60000,0000;0,1000;10000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;51,9947
500000,0000;0,1000;10000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;6,2383
60000,0000;0,4500;10000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;49,4506
500000,0000;0,4500;10000,0000;2000,0000;10000000,0000;5000000,0000;1000000,0000;5000000,0000;5,9332
60000,0000;0,1000;8000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;47,3913
500000,0000;0,1000;8000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;5,6804
60000,0000;0,4500;8000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;43,3815
500000,0000;0,4500;8000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;5,2005
60000,0000;0,1000;10000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;91,1551
500000,0000;0,1000;10000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;10,9249
60000,0000;0,4500;10000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;85,7269
500000,0000;0,4500;10000,0000;1000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;10,2782
60000,0000;0,1000;8000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;3,4439
500000,0000;0,1000;8000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;0,4132
60000,0000;0,4500;8000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;3,4458
500000,0000;0,4500;8000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;0,4134
60000,0000;0,1000;10000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;6,2933
500000,0000;0,1000;10000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;0,7550
60000,0000;0,4500;10000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;6,2141
500000,0000;0,4500;10000,0000;2000,0000;1000000,0000;1000000,0000;10000000,0000;5000000,0000;0,7455
60000,0000;0,1000;8000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;346,8251
500000,0000;0,1000;8000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;41,6633
60000,0000;0,4500;8000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;316,9689
500000,0000;0,4500;8000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;38,0711
60000,0000;0,1000;10000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;672,6440
500000,0000;0,1000;10000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;80,9676
60000,0000;0,4500;10000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;627,9934
500000,0000;0,4500;10000,0000;1000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;75,5686
60000,0000;0,1000;8000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;22,9350
500000,0000;0,1000;8000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;2,7521
60000,0000;0,4500;8000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;21,7920
500000,0000;0,4500;8000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;2,6149
60000,0000;0,1000;10000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;43,6806
500000,0000;0,1000;10000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;5,2414
60000,0000;0,4500;10000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;41,6958
500000,0000;0,4500;10000,0000;2000,0000;10000000,0000;1000000,0000;10000000,0000;5000000,0000;5,0033
60000,0000;0,1000;8000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;115,0657
500000,0000;0,1000;8000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;13,7125
60000,0000;0,4500;8000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;106,5921
500000,0000;0,4500;8000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;12,7123
60000,0000;0,1000;10000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;223,4492
500000,0000;0,1000;10000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;26,5885
60000,0000;0,4500;10000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;208,4135
500000,0000;0,4500;10000,0000;1000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;24,8175
60000,0000;0,1000;8000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;7,8259
500000,0000;0,1000;8000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;0,9383
60000,0000;0,4500;8000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;7,4765
500000,0000;0,4500;8000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;0,8964
60000,0000;0,1000;10000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;14,6507
500000,0000;0,1000;10000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;1,7561
60000,0000;0,4500;10000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;14,0852
500000,0000;0,4500;10000,0000;2000,0000;1000000,0000;5000000,0000;10000000,0000;5000000,0000;1,6884
60000,0000;0,1000;8000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;5000000,0000;362,2448
500000,0000;0,1000;8000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;5000000,0000;43,5264
60000,0000;0,4500;8000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;5000000,0000;331,0192
500000,0000;0,4500;8000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;5000000,0000;39,7693
60000,0000;0,1000;10000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;5000000,0000;701,9891
500000,0000;0,1000;10000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;5000000,0000;84,5443
60000,0000;0,4500;10000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;5000000,0000;648,5602
500000,0000;0,4500;10000,0000;1000,0000;10000000,0000;5000000,0000;10000000,0000;5000000,0000;78,0900
